Index,Estimated_CR,PSNR_Uniform,SSIM_Uniform,CR
Q0_IN_02_ST_DF_NS_FL,0.00390625,62.60720539150434,0.9998864440115052,0.99609375
Q0_IN_02_ST_DF_NS_FL,0.0110485434560398,62.60720539150434,0.9998864440115052,0.9889514565439602
Q0_IN_02_ST_DF_NS_FL,0.03125,34.67302261271661,0.93789859720882,0.96875
Q0_IN_02_ST_DF_NS_FL,0.0883883476483184,27.046001024642,0.779442999140089,0.9116116523516816
Q0_IN_02_ST_DF_NS_FL,0.25,20.409010241232977,0.6113290832268622,0.75
Q0_IN_02_ST_BI_D2_OB,0.00390625,50.40447320558884,0.9977392899245052,0.99609375
Q0_IN_02_ST_BI_D2_OB,0.0110485434560398,42.35976746660042,0.9861622179263264,0.9889514565439602
Q0_IN_02_ST_BI_D2_OB,0.03125,34.68661619665221,0.9320614874656749,0.96875
Q0_IN_02_ST_BI_D2_OB,0.0883883476483184,27.774595954638745,0.80453044312449,0.9116116523516816
Q0_IN_02_ST_BI_D2_OB,0.25,21.132246975686726,0.6459216908389107,0.75
Q0_IN_03_ST_DF_NS_FL,0.00390625,62.52128484012794,0.9998899791005864,0.99609375
Q0_IN_03_ST_DF_NS_FL,0.0110485434560398,62.52128484012794,0.9998899791005864,0.9889514565439602
Q0_IN_03_ST_DF_NS_FL,0.03125,34.97404628721074,0.9479417572516244,0.96875
Q0_IN_03_ST_DF_NS_FL,0.0883883476483184,27.50077098730605,0.8270475253299543,0.9116116523516816
Q0_IN_03_ST_DF_NS_FL,0.25,20.56855540828667,0.6689241662088151,0.75
Q0_IN_03_ST_BI_NS_FS,0.00390625,50.62785044619303,0.9979207464445532,0.99609375
Q0_IN_03_ST_BI_NS_FS,0.0110485434560398,44.63206130593386,0.9919171835820796,0.9889514565439602
Q0_IN_03_ST_BI_NS_FS,0.03125,35.1690119253115,0.9404504442018672,0.96875
Q0_IN_03_ST_BI_NS_FS,0.0883883476483184,28.59015479558589,0.8387157265612907,0.9116116523516816
Q0_IN_03_ST_BI_NS_FS,0.25,21.45457061687562,0.6940328461354203,0.75
Q0_IN_03_ST_BI_NS_FR,0.00390625,51.42706146702149,0.998143428729142,0.99609375
Q0_IN_03_ST_BI_NS_FR,0.0110485434560398,43.31134590472754,0.9883848025639904,0.9889514565439602
Q0_IN_03_ST_BI_NS_FR,0.03125,35.70739301812328,0.9430938940016323,0.96875
Q0_IN_03_ST_BI_NS_FR,0.0883883476483184,28.67355341478397,0.8365540936988659,0.9116116523516816
Q0_IN_03_ST_BI_NS_FR,0.25,22.012581815159816,0.705914838363767,0.75
Q0_IN_03_HL_DF_D2_FL,0.00390625,62.21501044734991,0.9998937311537366,0.99609375
Q0_IN_03_HL_DF_D2_FL,0.0110485434560398,62.21501044734991,0.9998937311537366,0.9889514565439602
Q0_IN_03_HL_DF_D2_FL,0.03125,34.67562374124744,0.9491415361813124,0.96875
Q0_IN_03_HL_DF_D2_FL,0.0883883476483184,27.315895662276738,0.833066164093704,0.9116116523516816
Q0_IN_03_HL_DF_D2_FL,0.25,20.506366392528538,0.6762614915958423,0.75
Q0_IN_03_HL_BI_D2_FS,0.00390625,52.13205138173306,0.998525581890342,0.99609375
Q0_IN_03_HL_BI_D2_FS,0.0110485434560398,43.37359716542685,0.9892107526822346,0.9889514565439602
Q0_IN_03_HL_BI_D2_FS,0.03125,35.340365471103404,0.9415890498794848,0.96875
Q0_IN_03_HL_BI_D2_FS,0.0883883476483184,28.595359853579623,0.8427172331641815,0.9116116523516816
Q0_IN_03_HL_BI_D2_FS,0.25,21.485761515526896,0.7022424063813946,0.75
Q0_IN_05_R1_DF_D4_FL,0.00390625,61.462180876117365,0.9998770128497942,0.99609375
Q0_IN_05_R1_DF_D4_FL,0.0110485434560398,61.462180876117365,0.9998770128497942,0.9889514565439602
Q0_IN_05_R1_DF_D4_FL,0.03125,33.9780874932937,0.9436698559061176,0.96875
Q0_IN_05_R1_DF_D4_FL,0.0883883476483184,26.66663431537465,0.8201468848402697,0.9116116523516816
Q0_IN_05_R1_DF_D4_FL,0.25,20.187753007873702,0.6636764950777087,0.75
 Q0_IN_05_R1_BI_D4_FR,0.00390625,50.95257294880231,0.9979036128348816,0.99609375
 Q0_IN_05_R1_BI_D4_FR,0.0110485434560398,43.081294016530016,0.9875749782599162,0.9889514565439602
 Q0_IN_05_R1_BI_D4_FR,0.03125,36.003992579011275,0.945434381179062,0.96875
 Q0_IN_05_R1_BI_D4_FR,0.0883883476483184,28.48441115313441,0.8434715178510487,0.9116116523516816
 Q0_IN_05_R1_BI_D4_FR,0.25,21.67363037888512,0.7179459556236094,0.75
Q1_IN_02_ST_DF_NS_FL,0.00390625,61.93722961778749,0.9998844096518004,0.99609375
Q1_IN_02_ST_DF_NS_FL,0.0110485434560398,61.93722961778749,0.9998844096518004,0.9889514565439602
Q1_IN_02_ST_DF_NS_FL,0.03125,33.94366178324806,0.9362309613566918,0.96875
Q1_IN_02_ST_DF_NS_FL,0.0883883476483184,26.197184171015763,0.7674672843286358,0.9116116523516816
Q1_IN_02_ST_DF_NS_FL,0.25,19.694730971157597,0.5799798299193517,0.75
Q1_IN_02_ST_BI_D2_OB,0.00390625,50.670841414754754,0.9978647425410592,0.99609375
Q1_IN_02_ST_BI_D2_OB,0.0110485434560398,41.93081043001548,0.9848143432762486,0.9889514565439602
Q1_IN_02_ST_BI_D2_OB,0.03125,34.228710607087265,0.9266467915573046,0.96875
Q1_IN_02_ST_BI_D2_OB,0.0883883476483184,27.935812652514965,0.8127834180135135,0.9116116523516816
Q1_IN_02_ST_BI_D2_OB,0.25,21.114790875827087,0.655499191995131,0.75
Q1_IN_03_HL_DF_D2_FL,0.00390625,62.111854112152976,0.9998873558583083,0.99609375
Q1_IN_03_HL_DF_D2_FL,0.0110485434560398,62.111854112152976,0.9998873558583083,0.9889514565439602
Q1_IN_03_HL_DF_D2_FL,0.03125,34.58999491654318,0.9463599479636898,0.96875
Q1_IN_03_HL_DF_D2_FL,0.0883883476483184,27.254452257493856,0.8265222201909489,0.9116116523516816
Q1_IN_03_HL_DF_D2_FL,0.25,20.4621136557801,0.6687111346054696,0.75
Q1_IN_03_HL_BI_D2_FR,0.00390625,51.00975636936197,0.9980790609504132,0.99609375
Q1_IN_03_HL_BI_D2_FR,0.0110485434560398,42.72289090733746,0.987467946750527,0.9889514565439602
Q1_IN_03_HL_BI_D2_FR,0.03125,34.801618847771735,0.9351067847630296,0.96875
Q1_IN_03_HL_BI_D2_FR,0.0883883476483184,28.46000429668755,0.8379281550708271,0.9116116523516816
Q1_IN_03_HL_BI_D2_FR,0.25,21.500990499621885,0.6969451945565448,0.75
Q1_IN_13_C2_DF_D1_FL,0.00390625,61.93564895628671,0.9998632591978852,0.99609375
Q1_IN_13_C2_DF_D1_FL,0.0110485434560398,61.93564895628671,0.9998632591978852,0.9889514565439602
Q1_IN_13_C2_DF_D1_FL,0.03125,34.73737806001228,0.9414636546568532,0.96875
Q1_IN_13_C2_DF_D1_FL,0.0883883476483184,27.503972526635216,0.8170507146160108,0.9116116523516816
Q1_IN_13_C2_DF_D1_FL,0.25,20.68257443818506,0.6685508282338827,0.75
Q1_IN_13_C2_BI_D1_FR,0.00390625,49.88093067019429,0.9976286349782356,0.99609375
Q1_IN_13_C2_BI_D1_FR,0.0110485434560398,43.30007666561514,0.9895880921891618,0.9889514565439602
Q1_IN_13_C2_BI_D1_FR,0.03125,34.872395464719034,0.9390421952938408,0.96875
Q1_IN_13_C2_BI_D1_FR,0.0883883476483184,27.716023153785372,0.8196712347406342,0.9116116523516816
Q1_IN_13_C2_BI_D1_FR,0.25,21.222860192703664,0.6781206281435025,0.75
H0_IN_03_HR_DF_NS_FL,0.00390625,57.50637835941341,0.999730196976748,0.99609375
H0_IN_03_HR_DF_NS_FL,0.0110485434560398,42.63340308851349,0.9918568451257176,0.9889514565439602
H0_IN_03_HR_DF_NS_FL,0.03125,28.91679460606605,0.8603089649246273,0.96875
H0_IN_03_HR_DF_NS_FL,0.0883883476483184,21.25282486432699,0.6372434588713787,0.9116116523516816
H0_IN_03_HR_DF_NS_FL,0.25,15.98387309348382,0.4661811416029307,0.75
H0_IN_03_HR_BI_HA_FR,0.00390625,40.84801056005767,0.983705157474904,0.99609375
H0_IN_03_HR_BI_HA_FR,0.0110485434560398,38.53276035313361,0.9731452893396288,0.9889514565439602
H0_IN_03_HR_BI_HA_FR,0.03125,32.19693840108367,0.9053899507978416,0.96875
H0_IN_03_HR_BI_HA_FR,0.0883883476483184,25.49254520584858,0.7478454203703236,0.9116116523516816
H0_IN_03_HR_BI_HA_FR,0.25,18.588996735776067,0.5407300185794973,0.75
H0_IN_03_HR_BI_HA_OB,0.00390625,42.55390071906545,0.9892396119362368,0.99609375
H0_IN_03_HR_BI_HA_OB,0.0110485434560398,40.18837018410595,0.9819505017942284,0.9889514565439602
H0_IN_03_HR_BI_HA_OB,0.03125,33.64283915493108,0.9309675513270956,0.96875
H0_IN_03_HR_BI_HA_OB,0.0883883476483184,26.55503928067062,0.7874258319636478,0.9116116523516816
H0_IN_03_HR_BI_HA_OB,0.25,19.14835124043933,0.5726896574718736,0.75
H0_IN_03_HL_DF_NS_FL,0.00390625,58.31908564005034,0.9996873507362242,0.99609375
H0_IN_03_HL_DF_NS_FL,0.0110485434560398,43.47293506179744,0.9905615794307998,0.9889514565439602
H0_IN_03_HL_DF_NS_FL,0.03125,29.88902497171676,0.8391423186191289,0.96875
H0_IN_03_HL_DF_NS_FL,0.0883883476483184,22.461531870917284,0.5943725770270912,0.9116116523516816
H0_IN_03_HL_DF_NS_FL,0.25,17.335578481440166,0.4310297437864806,0.75
H0_IN_03_HL_BI_HA_FR,0.00390625,42.26108588587139,0.9890457145803409,0.99609375
H0_IN_03_HL_BI_HA_FR,0.0110485434560398,33.51865980971658,0.9293160483813048,0.9889514565439602
H0_IN_03_HL_BI_HA_FR,0.03125,26.901761008992704,0.7819498341772426,0.96875
H0_IN_03_HL_BI_HA_FR,0.0883883476483184,21.83669699012185,0.6104692053782601,0.9116116523516816
H0_IN_03_HL_BI_HA_FR,0.25,17.50393961054509,0.4611306719665866,0.75
H0_IN_03_HL_BI_HA_OB,0.00390625,45.34628131159072,0.9943564156871092,0.99609375
H0_IN_03_HL_BI_HA_OB,0.0110485434560398,36.447418550899016,0.9604083765052508,0.9889514565439602
H0_IN_03_HL_BI_HA_OB,0.03125,29.540484669226142,0.854990455086955,0.96875
H0_IN_03_HL_BI_HA_OB,0.0883883476483184,24.079961991378767,0.7014651665506189,0.9116116523516816
H0_IN_03_HL_BI_HA_OB,0.25,18.81744613102192,0.5267626343770366,0.75
H1_IN_07_C1_DF_HA_FL,0.00390625,56.94954766395552,0.9997318056650047,0.99609375
H1_IN_07_C1_DF_HA_FL,0.0110485434560398,42.152471093045214,0.9921974120354478,0.9889514565439602
H1_IN_07_C1_DF_HA_FL,0.03125,28.803763306646317,0.8855739162423478,0.96875
H1_IN_07_C1_DF_HA_FL,0.0883883476483184,21.322820328012387,0.6941253739952274,0.9116116523516816
H1_IN_07_C1_DF_HA_FL,0.25,16.796978593930362,0.5348509500672051,0.75
D0_IN_04_HR_DF_NS_FL,0.00390625,54.26120146003963,0.9995636151090316,0.99609375
D0_IN_04_HR_DF_NS_FL,0.0110485434560398,54.26120146003963,0.9995636151090316,0.9889514565439602
D0_IN_04_HR_DF_NS_FL,0.03125,23.22094224752996,0.7534114430953313,0.96875
D0_IN_04_HR_DF_NS_FL,0.0883883476483184,16.18015620477607,0.5417752083542825,0.9116116523516816
D0_IN_04_HR_DF_NS_FL,0.25,13.356056078214529,0.4644909076022915,0.75
D0_IN_04_HR_BI_D2_FR,0.00390625,41.24246438289248,0.9881835752327,0.99609375
D0_IN_04_HR_BI_D2_FR,0.0110485434560398,41.24246438287646,0.9881835752326102,0.9889514565439602
D0_IN_04_HR_BI_D2_FR,0.03125,29.176735821306163,0.8762584269516408,0.96875
D0_IN_04_HR_BI_D2_FR,0.0883883476483184,24.51510147292882,0.7689364016080763,0.9116116523516816
D0_IN_04_HR_BI_D2_FR,0.25,18.74671993759598,0.5998891182097295,0.75
D0_IN_04_HR_BI_D2_OB,0.00390625,44.41553886290919,0.9941220157787082,0.99609375
D0_IN_04_HR_BI_D2_OB,0.0110485434560398,44.415538862891765,0.9941220157787468,0.9889514565439602
D0_IN_04_HR_BI_D2_OB,0.03125,32.029154807217864,0.9229195175423938,0.96875
D0_IN_04_HR_BI_D2_OB,0.0883883476483184,27.07028940016941,0.8334714577282677,0.9116116523516816
D0_IN_04_HR_BI_D2_OB,0.25,20.57855706227247,0.6710506944754157,0.75
D0_IN_07_C1_DF_D1_FL,0.00390625,54.51002894293988,0.9995605644171665,0.99609375
D0_IN_07_C1_DF_D1_FL,0.0110485434560398,54.51002894293988,0.9995605644171665,0.9889514565439602
D0_IN_07_C1_DF_D1_FL,0.03125,24.0584780216274,0.7971443015636004,0.96875
D0_IN_07_C1_DF_D1_FL,0.0883883476483184,16.8698214699046,0.5839502155172273,0.9116116523516816
D0_IN_07_C1_DF_D1_FL,0.25,14.470832718346848,0.4980136139650815,0.75
D1_IN_04_HR_DF_NS_FL,0.00390625,55.12415247347198,0.9994358978587072,0.99609375
D1_IN_04_HR_DF_NS_FL,0.0110485434560398,55.12415247347198,0.9994358978587072,0.9889514565439602
D1_IN_04_HR_DF_NS_FL,0.03125,24.340213458646357,0.6919101744691291,0.96875
D1_IN_04_HR_DF_NS_FL,0.0883883476483184,17.307974209048776,0.44248815633233,0.9116116523516816
D1_IN_04_HR_DF_NS_FL,0.25,14.36075577670256,0.3535586973312499,0.75
D1_IN_04_HR_BI_NS_FR,0.00390625,43.81605085397455,0.9932891716856388,0.99609375
D1_IN_04_HR_BI_NS_FR,0.0110485434560398,38.19138943937563,0.9769689904855232,0.9889514565439602
D1_IN_04_HR_BI_NS_FR,0.03125,30.07056178400289,0.8868380081067029,0.96875
D1_IN_04_HR_BI_NS_FR,0.0883883476483184,22.687121251372204,0.689598337718059,0.9116116523516816
D1_IN_04_HR_BI_NS_FR,0.25,16.359812666864926,0.4735157487259417,0.75
D1_IN_04_HR_BI_NS_OB,0.00390625,48.06364873960743,0.9974789974168292,0.99609375
D1_IN_04_HR_BI_NS_OB,0.0110485434560398,42.31510701065708,0.9908212683197972,0.9889514565439602
D1_IN_04_HR_BI_NS_OB,0.03125,33.76630163959052,0.9436205317742375,0.96875
D1_IN_04_HR_BI_NS_OB,0.0883883476483184,25.74968770206364,0.7883202334268783,0.9116116523516816
D1_IN_04_HR_BI_NS_OB,0.25,18.36260786541372,0.5562396696395351,0.75
